gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CLV,AvgMonthlySpend,ServiceCount,ContractRiskScore,ElectronicCheckFlag,TenureGroup,HighSpendFlag,Cluster,RiskSegment
1,0,1,1,33,1,0,0,2,0,2,0,2,2,1,0,1,74.75,2453.3,0,2466.75,74.34242424242424,5,2,0,2,1,2,High Risk
0,0,0,0,13,1,0,1,0,2,2,0,0,0,0,1,2,79.25,1111.65,1,1030.25,85.51153846153846,3,3,1,0,1,2,High Risk
0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,1,24.8,24.8,0,3,1,3,0,1,Medium Risk
1,0,0,0,20,1,0,0,0,2,0,0,0,0,0,1,3,51.8,1023.85,0,1036.0,51.1925,2,3,0,0,0,1,Medium Risk
1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0,2,30.4,82.15,0,91.2,27.383333333333336,1,3,1,3,0,1,Medium Risk
0,0,0,0,13,1,0,2,1,1,1,1,1,1,1,0,2,19.65,244.8,0,255.45,18.83076923076923,1,2,1,0,0,1,Medium Risk
0,0,1,0,40,1,2,0,0,2,0,0,0,0,0,0,1,56.6,2379.1,0,2264.0,59.4775,3,3,0,2,0,1,Medium Risk
1,0,1,1,43,1,2,0,2,0,0,2,0,2,1,1,1,71.9,3173.35,0,3091.7000000000003,73.79883720930232,5,2,0,2,1,0,Low Risk
1,0,1,0,6,1,0,1,0,2,2,0,0,2,0,1,2,91.0,531.0,1,546.0,88.5,4,3,1,3,1,2,High Risk
0,0,1,1,69,1,0,2,1,1,1,1,1,1,2,0,0,19.75,1375.4,0,1362.75,19.933333333333334,1,1,0,1,0,1,Medium Risk
0,0,1,1,72,1,2,1,2,2,2,0,2,2,2,0,1,109.7,8129.3,0,7898.400000000001,112.90694444444443,7,1,0,1,1,0,Low Risk
1,0,1,1,59,1,0,2,1,1,1,1,1,1,2,0,1,19.3,1192.7,0,1138.7,20.215254237288136,1,1,0,1,0,1,Medium Risk
0,0,1,0,20,1,0,1,2,2,0,2,2,0,0,1,2,96.55,1901.65,0,1931.0,95.0825,5,3,1,0,1,2,High Risk
1,0,1,1,24,1,2,2,1,1,1,1,1,1,2,1,0,24.1,587.4,0,578.4000000000001,24.475,2,1,0,0,0,1,Medium Risk
1,0,0,0,59,1,2,1,0,2,2,2,2,2,0,1,2,111.35,6519.75,0,6569.65,110.5042372881356,7,3,1,1,1,0,Low Risk
1,0,1,1,72,1,2,1,0,2,2,2,2,2,2,1,0,112.25,8041.65,0,8082.0,111.68958333333332,7,1,0,1,1,0,Low Risk
1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,0,3,20.75,20.75,0,20.75,20.75,1,3,0,3,0,1,Medium Risk
0,0,1,0,27,1,0,1,2,0,0,2,2,2,1,1,1,101.9,2681.15,0,2751.3,99.30185185185184,5,2,0,2,1,2,High Risk
0,0,0,0,14,1,0,1,0,2,0,2,0,0,0,1,1,80.05,1112.3,0,1120.7,79.45,3,3,0,0,1,2,High Risk
1,0,1,1,71,1,2,1,2,0,2,0,2,2,2,0,2,105.55,7405.5,0,7494.05,104.30281690140843,6,1,1,1,1,0,Low Risk
1,0,0,1,13,1,0,1,0,0,0,0,2,0,0,1,1,78.3,1033.95,0,1017.9,79.53461538461539,2,3,0,0,1,2,High Risk
1,0,0,0,44,1,0,1,0,0,0,0,0,0,0,0,1,68.85,2958.95,0,3029.4,67.24886363636364,1,3,0,2,1,2,High Risk
0,0,0,0,33,1,0,1,0,2,0,2,0,0,1,1,0,79.95,2684.85,0,2638.35,81.35909090909091,3,2,0,2,1,2,High Risk
1,0,1,1,72,0,1,0,2,2,2,2,0,2,2,1,1,55.45,4179.2,0,3992.4,58.04444444444445,5,1,0,1,0,0,Low Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,2,79.9,79.9,1,79.9,79.9,2,3,1,3,1,2,High Risk
0,0,0,0,19,1,0,1,2,0,2,2,2,2,0,1,2,106.6,1934.45,1,2025.4,101.81315789473685,6,3,1,0,1,2,High Risk
1,0,1,0,64,1,0,1,0,2,2,2,2,2,1,1,1,102.45,6654.1,0,6556.8,103.9703125,6,2,0,1,1,0,Low Risk
1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,1,46.0,84.5,1,92.0,42.25,1,3,0,3,0,1,Medium Risk
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,25.25,25.25,0,25.25,25.25,0,3,1,3,0,1,Medium Risk
1,0,0,1,61,1,0,2,1,1,1,1,1,1,2,0,3,19.75,1124.2,0,1204.75,18.42950819672131,1,1,0,1,0,1,Medium Risk
0,0,1,1,29,1,0,2,1,1,1,1,1,1,1,0,2,20.0,540.05,0,580.0,18.622413793103448,1,2,1,2,0,1,Medium Risk
1,1,1,0,23,1,2,1,0,0,0,0,0,2,0,0,2,86.8,1975.85,0,1996.4,85.90652173913043,3,3,1,0,1,2,High Risk
0,0,1,0,57,0,1,0,2,2,2,0,2,2,0,1,0,58.75,3437.45,0,3348.75,60.30614035087719,5,3,0,1,0,1,Medium Risk
1,0,1,1,72,0,1,0,2,2,2,2,0,0,2,0,1,45.25,3139.8,0,3258.0,43.60833333333333,4,1,0,1,0,1,Medium Risk
1,0,1,0,66,0,1,0,2,2,2,2,2,0,2,1,0,56.6,3789.2,0,3735.6,57.41212121212121,5,1,0,1,0,0,Low Risk
1,0,1,1,65,1,2,0,0,2,2,2,2,2,2,1,0,84.2,5324.5,0,5473.0,81.91538461538461,7,1,0,1,1,0,Low Risk
0,0,0,0,8,1,0,1,0,0,0,0,2,0,0,1,0,80.0,624.6,0,640.0,78.075,2,3,0,3,1,2,High Risk
0,0,0,0,4,1,0,1,0,0,0,0,0,0,0,1,2,70.15,268.35,1,280.6,67.0875,1,3,1,3,1,2,High Risk
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,0,0,24.75,1836.9,0,1757.25,25.87183098591549,2,1,0,1,0,1,Medium Risk
1,0,1,1,1,1,0,2,1,1,1,1,1,1,1,1,2,20.2,20.2,0,20.2,20.2,1,2,1,3,0,1,Medium Risk
1,0,1,0,4,1,0,0,0,0,0,2,0,0,0,0,3,50.05,179.35,1,200.2,44.8375,2,3,0,3,0,1,Medium Risk
0,0,0,0,12,1,0,2,1,1,1,1,1,1,1,1,0,19.35,219.35,0,232.2,18.279166666666665,1,2,0,3,0,1,Medium Risk
1,0,0,0,24,0,1,0,2,0,0,0,2,2,1,1,3,50.6,1288.75,0,1214.4,53.69791666666666,3,2,0,0,0,1,Medium Risk
0,0,1,1,31,1,0,0,2,0,2,2,2,2,1,1,3,81.15,2545.75,0,2515.65,82.12096774193549,6,2,0,2,1,2,High Risk
0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,3,55.2,55.2,1,55.2,55.2,2,3,0,3,0,1,Medium Risk
1,0,0,0,30,1,2,1,0,0,0,2,0,2,0,1,1,89.9,2723.15,0,2697.0,90.77166666666668,4,3,0,2,1,2,High Risk
0,0,1,1,47,1,2,0,2,2,0,2,2,2,2,1,1,85.3,4107.25,0,4009.1,87.38829787234043,7,1,0,2,1,0,Low Risk
1,0,0,0,54,1,2,1,2,2,0,2,2,2,2,1,1,108.0,5760.65,0,5832.0,106.6787037037037,7,1,0,1,1,0,Low Risk
1,0,0,0,50,1,0,1,2,2,0,2,0,2,0,1,1,93.5,4747.5,0,4675.0,94.95,5,3,0,1,1,0,Low Risk
1,0,0,0,1,1,0,1,2,0,0,0,0,2,0,1,3,84.6,84.6,1,84.6,84.6,3,3,0,3,1,2,High Risk
0,0,0,0,72,1,0,2,1,1,1,1,1,1,2,0,1,20.25,1566.9,0,1458.0,21.762500000000003,1,1,0,1,0,1,Medium Risk
0,0,0,0,29,1,2,2,1,1,1,1,1,1,0,0,2,25.15,702.0,0,729.3499999999999,24.20689655172414,2,3,1,2,0,1,Medium Risk
1,0,0,0,2,1,2,0,0,2,0,0,0,0,0,1,3,54.4,114.1,1,108.8,57.05,3,3,0,3,0,1,Medium Risk
0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,299.05,0,296.0,29.905,1,1,0,3,0,1,Medium Risk
1,0,1,0,18,1,2,1,0,0,0,0,0,0,0,1,2,73.15,1305.95,0,1316.7,72.55277777777778,2,3,1,0,1,2,High Risk
0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,1120.3,1,1045.0,101.84545454545454,4,3,1,3,1,2,High Risk
1,0,0,0,16,1,0,2,1,1,1,1,1,1,2,0,3,19.75,284.35,0,316.0,17.771875,1,1,0,0,0,1,Medium Risk
0,0,0,0,72,1,2,0,0,2,2,2,2,2,2,0,0,86.6,6350.5,0,6235.2,88.20138888888889,7,1,0,1,1,0,Low Risk
1,0,0,0,72,1,2,1,0,2,2,2,2,2,2,0,0,109.2,7878.3,0,7862.400000000001,109.42083333333332,7,1,0,1,1,0,Low Risk
0,0,1,1,41,1,0,0,2,0,0,2,2,2,1,1,1,74.7,3187.65,0,3062.7000000000003,77.74756097560976,5,2,0,2,1,0,Low Risk
0,1,1,0,65,1,0,1,2,2,2,0,0,2,0,0,2,94.4,6126.15,0,6136.0,94.24846153846153,5,3,1,1,1,0,Low Risk
0,1,0,0,13,1,0,0,0,2,2,0,0,0,0,1,2,54.8,731.3,0,712.4,56.25384615384615,3,3,1,0,0,1,Medium Risk
1,1,0,0,4,1,0,1,2,0,0,0,0,0,0,0,2,75.35,273.4,0,301.4,68.35,2,3,1,3,1,2,High Risk
1,0,0,0,41,1,2,0,0,0,2,0,0,2,1,0,3,65.0,2531.8,0,2665.0,61.75121951219513,4,2,0,2,1,2,High Risk
1,1,0,0,15,1,0,1,0,2,0,0,0,0,0,1,2,74.4,1074.3,1,1116.0,71.61999999999999,2,3,1,0,1,2,High Risk
1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,3,48.55,48.55,1,48.55,48.55,2,3,0,3,0,1,Medium Risk
1,0,0,0,42,1,2,1,2,2,2,0,0,2,1,1,2,99.0,4298.45,0,4158.0,102.3440476190476,6,2,1,2,1,0,Low Risk
0,0,1,0,51,1,0,1,2,2,2,0,2,0,1,1,2,93.5,4619.55,0,4768.5,90.57941176470588,5,2,1,1,1,0,Low Risk
0,0,1,1,2,1,0,1,0,0,0,0,0,0,0,0,2,70.4,147.15,1,140.8,73.575,1,3,1,3,1,2,High Risk
1,1,1,0,1,0,1,0,0,2,0,0,2,0,0,0,2,40.2,40.2,1,40.2,40.2,2,3,1,3,0,1,Medium Risk
1,0,0,1,32,1,2,0,0,2,2,2,2,2,1,0,1,83.7,2633.3,0,2678.4,82.290625,7,2,0,2,1,0,Low Risk
1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,193.05,0,198.5,19.305,1,3,0,3,0,1,Medium Risk
0,0,1,1,67,0,1,0,0,2,2,2,2,2,2,1,2,59.55,4103.9,0,3989.85,61.252238805970144,5,1,1,1,0,0,Low Risk
0,0,1,1,61,1,2,1,2,2,2,2,2,2,2,0,1,115.1,7008.15,0,7021.099999999999,114.88770491803278,8,1,0,1,1,0,Low Risk
1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,5791.1,0,5717.5,115.822,8,2,0,1,1,0,Low Risk
0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,1,44.6,80.55,1,89.2,40.275,1,3,0,3,0,1,Medium Risk
0,1,1,0,29,0,1,0,2,0,2,0,0,2,0,1,2,45.0,1228.65,0,1305.0,42.36724137931035,3,3,1,2,0,1,Medium Risk
1,1,0,0,3,0,1,0,0,0,2,0,0,2,0,1,2,41.15,132.2,1,123.45,44.06666666666666,2,3,1,3,0,1,Medium Risk
1,1,0,0,13,1,2,1,0,2,2,0,2,2,0,1,2,106.9,1364.3,1,1389.7,104.94615384615383,6,3,1,0,1,2,High Risk
1,1,1,0,57,1,2,1,0,2,0,0,0,2,0,1,2,89.85,4925.35,0,5121.45,86.40964912280702,4,3,1,1,1,0,Low Risk
0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,1520.1,0,1545.35,49.03548387096774,4,1,0,2,0,1,Medium Risk
0,0,1,0,45,1,2,1,2,2,2,2,2,2,1,0,3,113.3,5032.25,0,5098.5,111.82777777777778,8,2,0,2,1,0,Low Risk
0,0,1,1,61,1,2,0,2,2,2,2,2,2,2,0,3,88.1,5526.75,0,5374.099999999999,90.60245901639344,8,1,0,1,1,0,Low Risk
1,0,0,0,50,1,2,2,1,1,1,1,1,1,2,0,0,24.9,1195.25,0,1245.0,23.905,2,1,0,1,0,1,Medium Risk
0,1,0,0,19,1,0,1,2,2,0,2,2,2,0,1,3,105.0,2007.25,0,1995.0,105.64473684210526,6,3,0,0,1,2,High Risk
1,0,0,0,59,1,0,2,1,1,1,1,1,1,2,0,3,19.35,1099.6,1,1141.65,18.63728813559322,1,1,0,1,0,1,Medium Risk
0,0,1,0,71,1,2,2,1,1,1,1,1,1,2,1,1,24.25,1732.95,0,1721.75,24.40774647887324,2,1,0,1,0,1,Medium Risk
0,1,0,0,16,1,0,1,0,0,0,2,2,2,0,1,2,94.45,1511.2,1,1511.2,94.45,4,3,1,0,1,2,High Risk
1,0,1,0,57,1,0,0,2,2,0,2,0,0,2,1,2,59.75,3450.15,0,3405.75,60.52894736842106,4,1,1,1,0,0,Low Risk
1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,24.8,24.8,1,24.8,24.8,0,3,0,3,0,1,Medium Risk
1,1,1,0,20,1,2,1,0,2,0,2,2,2,0,0,2,107.05,2172.05,0,2141.0,108.6025,6,3,1,0,1,2,High Risk
1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,70.6,70.6,1,70.6,70.6,1,3,0,3,1,2,High Risk
1,0,1,0,5,1,2,1,0,2,0,2,0,0,0,1,2,85.4,401.1,1,427.0,80.22,4,3,1,3,1,2,High Risk
0,0,1,0,52,1,2,1,0,2,2,0,2,2,0,1,2,105.05,5624.85,1,5462.599999999999,108.17019230769232,6,3,1,1,1,0,Low Risk
1,1,1,0,21,1,0,0,2,2,0,0,0,2,0,1,0,64.95,1339.8,0,1363.95,63.8,4,3,0,0,1,2,High Risk
1,0,0,0,14,0,1,0,0,0,2,2,2,2,0,1,2,55.0,771.95,0,770.0,55.13928571428572,4,3,1,0,0,1,Medium Risk
0,0,0,0,5,1,0,0,0,2,0,0,0,0,0,0,0,50.55,244.75,0,252.75,48.95,2,3,0,3,0,1,Medium Risk
0,0,0,0,6,1,0,0,2,2,0,0,0,0,0,0,3,55.15,322.9,0,330.9,53.81666666666666,3,3,0,3,0,1,Medium Risk
0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,498.25,0,512.0,49.825,2,3,1,3,0,1,Medium Risk
0,0,0,1,1,1,2,2,1,1,1,1,1,1,0,0,3,25.4,25.4,0,25.4,25.4,2,3,0,3,0,1,Medium Risk
0,0,0,0,68,1,2,0,2,0,0,0,0,0,0,0,3,54.45,3687.75,0,3702.6,54.231617647058826,3,3,0,1,0,1,Medium Risk
1,0,1,1,18,1,0,1,0,0,2,0,2,2,0,0,3,95.15,1779.95,1,1712.7,98.88611111111112,4,3,0,0,1,2,High Risk
0,0,0,0,22,1,2,1,0,0,0,0,0,0,1,1,1,76.0,1783.6,0,1672.0,81.07272727272726,2,2,0,0,1,2,High Risk
0,0,0,0,20,1,0,0,0,0,0,0,0,0,0,1,2,44.35,927.15,0,887.0,46.3575,1,3,1,0,0,1,Medium Risk
1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,2,70.0,70.0,1,70.0,70.0,1,3,1,3,1,2,High Risk
1,1,0,0,8,1,0,1,0,2,0,0,0,0,0,1,2,74.5,606.55,1,596.0,75.81875,2,3,1,3,1,2,High Risk
1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,435.4,1,448.5,43.54,1,3,0,3,0,1,Medium Risk
1,1,0,0,24,1,2,1,0,0,0,0,0,0,0,1,2,76.1,1712.7,1,1826.4,71.3625,2,3,1,0,1,2,High Risk
1,0,0,0,35,1,0,0,2,2,2,0,0,0,1,0,3,61.2,2021.2,0,2142.0,57.74857142857143,4,2,0,2,0,1,Medium Risk
1,0,1,1,23,1,0,1,0,2,2,2,0,0,1,0,3,86.8,1940.8,0,1996.4,84.38260869565217,4,2,0,0,1,2,High Risk
0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,567.8,0,536.0999999999999,94.63333333333333,3,3,1,3,1,2,High Risk
0,0,0,0,12,1,0,2,1,1,1,1,1,1,0,0,3,19.7,220.35,0,236.4,18.3625,1,3,0,3,0,1,Medium Risk
1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,20.25,20.25,0,20.25,20.25,1,3,0,3,0,1,Medium Risk
0,0,1,1,71,1,0,1,0,0,2,0,0,0,2,0,2,76.05,5436.45,0,5399.55,76.56971830985916,2,1,1,1,1,0,Low Risk
1,1,1,0,35,1,2,1,0,0,2,0,2,2,0,1,2,100.8,3437.5,0,3528.0,98.21428571428572,5,3,1,2,1,2,High Risk
1,0,1,1,40,1,2,0,0,0,2,0,2,2,0,1,2,74.55,3015.75,0,2982.0,75.39375,5,3,1,2,1,2,High Risk
0,0,0,1,1,1,0,1,2,0,0,0,0,0,0,1,3,73.6,73.6,1,73.6,73.6,2,3,0,3,1,2,High Risk
1,0,0,0,23,1,0,0,0,0,0,0,2,2,1,1,0,64.9,1509.8,0,1492.7,65.64347826086956,3,2,0,0,1,2,High Risk
0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,95.45,396.1,1,381.8,99.025,4,3,1,3,1,2,High Risk
1,0,0,0,4,1,0,1,0,0,2,2,0,2,0,1,2,90.4,356.65,0,361.6,89.1625,4,3,1,3,1,2,High Risk
0,0,1,1,68,0,1,0,0,2,2,2,2,2,2,0,1,60.3,4109.0,0,4100.4,60.4264705882353,5,1,0,1,0,0,Low Risk
1,0,0,1,38,1,2,1,0,2,0,0,0,0,0,1,3,81.85,3141.7,0,3110.3,82.67631578947368,3,3,0,2,1,2,High Risk
1,0,1,1,52,1,2,2,1,1,1,1,1,1,2,0,3,24.8,1229.1,0,1289.6,23.63653846153846,2,1,0,1,0,1,Medium Risk
1,1,1,0,32,1,2,1,0,0,0,0,0,0,0,1,2,74.9,2303.35,1,2396.8,71.9796875,2,3,1,2,1,2,High Risk
1,0,1,1,29,1,0,0,0,0,2,2,2,2,2,0,3,75.55,2054.4,0,2190.95,70.84137931034483,5,1,0,2,1,2,High Risk
1,1,1,1,38,1,2,1,0,2,0,0,2,2,0,0,2,101.15,3741.85,0,3843.7,98.46973684210526,5,3,1,2,1,2,High Risk
1,0,0,1,48,1,2,0,2,0,2,0,2,2,1,1,1,78.75,3682.45,0,3780.0,76.71770833333333,6,2,0,2,1,0,Low Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,0,19.25,19.25,0,19.25,19.25,1,3,0,3,0,1,Medium Risk
0,0,0,0,22,1,0,1,2,0,0,2,0,2,0,1,2,89.05,1886.25,0,1959.1,85.73863636363636,4,3,1,0,1,2,High Risk
0,0,0,0,43,1,2,1,2,2,2,2,2,2,2,0,1,115.05,4895.1,0,4947.15,113.83953488372094,8,1,0,2,1,0,Low Risk
0,1,1,0,5,1,0,1,0,0,0,0,0,0,0,1,2,69.35,341.6,0,346.75,68.32000000000001,1,3,1,3,1,2,High Risk
1,0,0,0,5,1,0,1,0,0,0,0,2,0,0,1,2,80.6,415.55,1,403.0,83.11,2,3,1,3,1,2,High Risk
1,0,1,1,51,1,2,1,2,2,0,2,2,2,1,0,1,110.05,5686.4,0,5612.55,111.49803921568626,7,2,0,1,1,0,Low Risk
1,0,0,0,71,1,0,2,1,1,1,1,1,1,2,1,1,19.9,1355.1,0,1412.9,19.085915492957746,1,1,0,1,0,1,Medium Risk
0,0,1,1,38,1,0,0,2,2,0,2,2,2,1,0,1,80.3,3058.65,1,3051.4,80.49078947368422,6,2,0,2,1,0,Low Risk
1,1,1,0,24,1,0,1,0,0,2,0,2,2,0,1,2,93.15,2231.05,1,2235.6000000000004,92.96041666666667,4,3,1,0,1,2,High Risk
1,0,1,0,35,1,2,1,0,0,0,2,2,0,0,1,1,91.5,3236.35,0,3202.5,92.46714285714286,4,3,0,2,1,2,High Risk
0,1,0,0,54,1,2,0,2,2,0,2,2,2,1,0,0,82.45,4350.1,1,4452.3,80.55740740740741,7,2,0,1,1,0,Low Risk
0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,0,4320.0,59.22222222222222,5,1,1,1,0,0,Low Risk
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,44.8,44.8,0,44.8,44.8,1,3,1,3,0,1,Medium Risk
0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,422.3,0,437.4,46.922222222222224,2,2,0,3,0,1,Medium Risk
1,0,0,0,69,0,1,0,2,2,0,2,2,2,2,1,0,60.05,4176.7,0,4143.45,60.53188405797101,5,1,0,1,0,0,Low Risk
0,0,1,0,52,1,2,1,0,2,0,2,2,2,0,1,1,102.7,5138.1,0,5340.400000000001,98.8096153846154,6,3,0,1,1,0,Low Risk
0,1,1,0,11,1,0,1,0,0,0,2,2,0,0,1,2,82.9,880.05,0,911.9,80.00454545454545,3,3,1,3,1,2,High Risk
0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,1,2,70.35,139.05,1,140.7,69.525,1,3,1,3,1,2,High Risk
0,1,1,1,28,0,1,0,0,0,0,0,2,0,0,1,2,35.9,973.65,0,1005.2,34.77321428571428,1,3,1,2,0,1,Medium Risk
0,1,0,0,17,1,2,1,0,0,2,0,0,0,0,1,1,82.65,1470.05,0,1405.0500000000002,86.4735294117647,3,3,0,0,1,2,High Risk
0,0,1,1,35,1,0,2,1,1,1,1,1,1,2,1,3,19.85,739.35,0,694.75,21.124285714285715,1,1,0,2,0,1,Medium Risk
0,0,0,0,8,1,0,2,1,1,1,1,1,1,1,1,3,19.2,161.95,0,153.6,20.24375,1,2,0,3,0,1,Medium Risk
1,0,0,0,46,1,2,1,0,2,2,0,2,0,1,1,1,94.9,4422.95,0,4365.400000000001,96.15108695652174,5,2,0,2,1,0,Low Risk
0,0,0,0,7,1,2,1,0,0,0,0,0,0,0,1,2,73.85,511.25,1,516.9499999999999,73.03571428571429,2,3,1,3,1,2,High Risk
0,0,0,0,2,1,2,1,0,0,2,0,0,0,0,0,3,80.6,155.8,1,161.2,77.9,3,3,0,3,1,2,High Risk
1,0,1,1,68,1,2,0,0,2,2,2,0,2,1,1,0,75.8,5293.95,1,5154.4,77.85220588235293,6,2,0,1,1,0,Low Risk
0,0,0,0,43,1,2,1,0,2,2,0,2,2,2,1,2,104.6,4759.85,1,4497.8,110.69418604651165,6,1,1,2,1,0,Low Risk
0,0,0,0,68,1,2,0,2,2,2,2,2,2,2,1,2,88.15,6148.45,0,5994.200000000001,90.41838235294118,8,1,1,1,1,0,Low Risk
0,0,0,0,36,1,0,1,0,2,0,0,2,2,0,1,1,94.8,3565.65,0,3412.8,99.04583333333332,4,3,0,2,1,2,High Risk
1,0,1,0,63,1,2,1,0,2,2,0,2,2,0,1,2,103.4,6603.0,1,6514.200000000001,104.8095238095238,6,3,1,1,1,0,Low Risk
0,1,0,0,32,1,0,0,0,2,0,2,0,0,0,0,0,54.65,1830.1,0,1748.8,57.190625,3,3,0,2,0,1,Medium Risk
0,0,1,0,71,1,2,0,2,2,2,2,2,2,2,0,1,85.75,6223.8,0,6088.25,87.65915492957747,8,1,0,1,1,0,Low Risk
0,0,1,1,66,1,2,0,2,2,2,0,0,0,0,1,0,67.45,4508.65,0,4451.7,68.31287878787879,5,3,0,1,1,0,Low Risk
1,0,0,0,63,1,0,2,1,1,1,1,1,1,1,0,3,20.5,1328.15,0,1291.5,21.081746031746032,1,2,0,1,0,1,Medium Risk
0,0,0,1,41,1,0,2,1,1,1,1,1,1,1,1,1,20.25,865.0,0,830.25,21.09756097560976,1,2,0,2,0,1,Medium Risk
0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,72.1,72.1,0,72.1,72.1,2,3,1,3,1,2,High Risk
0,0,0,0,2,1,0,1,0,0,0,0,2,2,0,1,2,90.4,168.2,1,180.8,84.1,3,3,1,3,1,2,High Risk
0,0,1,0,70,1,0,2,1,1,1,1,1,1,2,0,0,19.45,1303.5,0,1361.5,18.62142857142857,1,1,0,1,0,1,Medium Risk
0,0,0,0,23,0,1,0,0,0,0,0,2,2,0,1,2,44.95,996.85,0,1033.85,43.34130434782609,2,3,1,0,0,1,Medium Risk
0,1,1,0,64,1,0,1,2,2,2,0,0,2,1,0,0,97.0,6430.9,0,6208.0,100.4828125,5,2,0,1,1,0,Low Risk
1,0,1,1,37,1,2,0,2,0,2,2,0,0,2,1,1,62.8,2278.75,0,2323.6,61.58783783783784,5,1,0,2,0,1,Medium Risk
1,0,0,1,17,1,0,0,0,0,0,0,0,0,1,0,3,44.6,681.4,0,758.2,40.08235294117647,1,2,0,0,0,1,Medium Risk
0,1,0,0,7,1,0,1,0,0,0,0,2,2,0,1,2,89.15,574.35,0,624.0500000000001,82.05,3,3,1,3,1,2,High Risk
1,0,1,1,4,1,2,1,0,2,2,0,0,0,0,1,0,84.8,371.9,1,339.2,92.975,4,3,0,3,1,2,High Risk
0,1,0,0,21,0,1,0,2,0,0,0,2,0,0,1,2,41.9,840.1,1,879.9,40.00476190476191,2,3,1,0,0,1,Medium Risk
0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,846.0,1,802.5,84.6,2,3,0,3,1,2,High Risk
0,1,0,0,16,1,2,0,2,0,0,0,0,0,0,1,2,54.1,889.0,0,865.6,55.5625,3,3,1,0,0,1,Medium Risk
1,0,1,0,64,1,2,1,0,2,0,2,2,2,2,1,2,105.25,6823.4,0,6736.0,106.615625,6,1,1,1,1,0,Low Risk
1,1,1,0,27,0,1,0,2,0,0,0,0,0,0,0,1,30.75,805.1,1,830.25,29.81851851851852,1,3,0,2,0,1,Medium Risk
1,0,1,1,42,1,2,1,2,0,0,0,2,2,1,0,2,97.1,4016.75,0,4078.2,95.63690476190476,5,2,1,2,1,0,Low Risk
1,0,0,1,5,1,0,2,1,1,1,1,1,1,0,0,3,20.2,83.75,0,101.0,16.75,1,3,0,3,0,1,Medium Risk
0,0,0,0,41,1,0,1,0,2,0,2,2,2,2,1,0,98.8,3959.15,0,4050.8,96.56463414634146,5,1,0,2,1,0,Low Risk
1,0,1,0,58,1,0,0,0,0,2,0,0,0,1,0,1,50.3,2878.55,0,2917.4,49.63017241379311,2,2,0,1,0,1,Medium Risk
0,0,0,0,47,1,0,2,1,1,1,1,1,1,2,1,3,20.55,945.7,0,965.85,20.12127659574468,1,1,0,2,0,1,Medium Risk
1,0,0,0,18,1,0,1,0,0,0,2,0,0,0,1,0,75.9,1373.05,0,1366.2,76.28055555555555,2,3,0,0,1,2,High Risk
1,0,0,0,5,1,0,1,0,0,2,0,2,2,0,0,0,96.5,492.55,1,482.5,98.51,4,3,0,3,1,2,High Risk
1,0,1,0,23,1,0,0,2,0,0,0,0,2,0,1,0,59.95,1406.0,0,1378.85,61.130434782608695,3,3,0,0,0,1,Medium Risk
0,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,3,19.15,19.15,0,19.15,19.15,1,3,0,3,0,1,Medium Risk
